// Generated from gauss_120.lut using:
// awk 'NR>1 {printf "%d, %d, %d, %d,\n",$1*255,$2*255,$3*255,$4*255}' gauss_120.lut

56, 209, 71, 255,
57, 211, 70, 255,
58, 212, 68, 255,
60, 214, 67, 255,
61, 216, 65, 255,
62, 217, 64, 255,
64, 219, 62, 255,
65, 220, 61, 255,
67, 222, 60, 255,
68, 223, 58, 255,
70, 225, 57, 255,
71, 226, 56, 255,
73, 228, 54, 255,
74, 229, 53, 255,
76, 231, 52, 255,
77, 232, 51, 255,
79, 233, 50, 255,
80, 234, 48, 255,
82, 236, 47, 255,
83, 237, 46, 255,
85, 238, 45, 255,
87, 239, 44, 255,
88, 240, 43, 255,
90, 241, 42, 255,
92, 242, 41, 255,
94, 243, 40, 255,
95, 244, 39, 255,
97, 245, 38, 255,
99, 246, 37, 255,
101, 247, 36, 255,
103, 248, 35, 255,
104, 248, 34, 255,
106, 249, 33, 255,
108, 250, 32, 255,
110, 250, 31, 255,
112, 251, 31, 255,
114, 251, 30, 255,
116, 252, 29, 255,
117, 252, 28, 255,
119, 253, 27, 255,
121, 253, 27, 255,
123, 253, 26, 255,
125, 254, 25, 255,
127, 254, 24, 255,
129, 254, 24, 255,
131, 254, 23, 255,
133, 254, 22, 255,
135, 254, 22, 255,
137, 255, 21, 255,
139, 254, 20, 255,
141, 254, 20, 255,
143, 254, 19, 255,
145, 254, 19, 255,
147, 254, 18, 255,
149, 254, 18, 255,
151, 253, 17, 255,
153, 253, 17, 255,
155, 253, 16, 255,
157, 252, 16, 255,
159, 252, 15, 255,
161, 251, 15, 255,
163, 251, 14, 255,
165, 250, 14, 255,
167, 250, 13, 255,
169, 249, 13, 255,
171, 248, 12, 255,
173, 248, 12, 255,
175, 247, 12, 255,
177, 246, 11, 255,
179, 245, 11, 255,
181, 244, 10, 255,
183, 243, 10, 255,
185, 242, 10, 255,
187, 241, 9, 255,
189, 240, 9, 255,
191, 239, 9, 255,
193, 238, 8, 255,
195, 237, 8, 255,
196, 236, 8, 255,
198, 234, 8, 255,
200, 233, 7, 255,
202, 232, 7, 255,
204, 231, 7, 255,
205, 229, 7, 255,
207, 228, 6, 255,
209, 226, 6, 255,
211, 225, 6, 255,
212, 223, 6, 255,
214, 222, 5, 255,
216, 220, 5, 255,
217, 219, 5, 255,
219, 217, 5, 255,
220, 216, 5, 255,
222, 214, 4, 255,
223, 212, 4, 255,
225, 211, 4, 255,
226, 209, 4, 255,
228, 207, 4, 255,
229, 205, 4, 255,
231, 204, 3, 255,
232, 202, 3, 255,
233, 200, 3, 255,
234, 198, 3, 255,
236, 196, 3, 255,
237, 195, 3, 255,
238, 193, 3, 255,
239, 191, 3, 255,
240, 189, 2, 255,
241, 187, 2, 255,
242, 185, 2, 255,
243, 183, 2, 255,
244, 181, 2, 255,
245, 179, 2, 255,
246, 177, 2, 255,
247, 175, 2, 255,
248, 173, 2, 255,
248, 171, 2, 255,
249, 169, 1, 255,
250, 167, 1, 255,
250, 165, 1, 255,
251, 163, 1, 255,
251, 161, 1, 255,
252, 159, 1, 255,
252, 157, 1, 255,
253, 155, 1, 255,
253, 153, 1, 255,
253, 151, 1, 255,
254, 149, 1, 255,
254, 147, 1, 255,
254, 145, 1, 255,
254, 143, 1, 255,
254, 141, 1, 255,
254, 139, 1, 255,
255, 137, 0, 255
